boundary_shift,delta_e,lambda,M,tau_det_star,n_hat,censored_frac_hat,F_hat,bound_boole,bound_jensen,measured_pmiss,measured_source,measured_n,measured_wilson_lo,measured_wilson_hi,censored_frac_arf,min_tau_hat,min_tau_arf
3.178947,0.4877,50.0,50,104.67,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,8.0,1,16.61,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.384211,0.4916,8.0,2,16.61,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,8.0,3,16.61,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,8.0,5,16.61,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,8.0,10,16.61,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
3.384211,0.4916,8.0,20,16.61,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,8.0,50,16.61,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,15.0,1,31.14,100,0.0,0.18,0.18,0.18,0.18,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.384211,0.4916,15.0,2,31.14,100,0.0,0.18,0.36,0.3276,,,0,,,0.0,20.0,17.0
3.384211,0.4916,15.0,3,31.14,100,0.0,0.18,0.54,0.448632,,,0,,,0.0,20.0,17.0
3.384211,0.4916,15.0,5,31.14,100,0.0,0.18,0.9,0.62926,,,0,,,0.0,20.0,17.0
3.384211,0.4916,15.0,10,31.14,100,0.0,0.18,1.0,0.862552,0.62,R2_A tau_arf,100,0.5221,0.709,0.0,20.0,17.0
3.384211,0.4916,15.0,20,31.14,100,0.0,0.18,1.0,0.981108,,,0,,,0.0,20.0,17.0
3.384211,0.4916,15.0,50,31.14,100,0.0,0.18,1.0,0.999951,,,0,,,0.0,20.0,17.0
3.384211,0.4916,25.0,1,51.91,100,0.0,0.5,0.5,0.5,0.5,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.384211,0.4916,25.0,2,51.91,100,0.0,0.5,1.0,0.75,,,0,,,0.0,20.0,17.0
3.384211,0.4916,25.0,3,51.91,100,0.0,0.5,1.0,0.875,,,0,,,0.0,20.0,17.0
3.384211,0.4916,25.0,5,51.91,100,0.0,0.5,1.0,0.96875,,,0,,,0.0,20.0,17.0
3.384211,0.4916,25.0,10,51.91,100,0.0,0.5,1.0,0.999023,0.98,R2_A tau_arf,100,0.93,0.9945,0.0,20.0,17.0
3.384211,0.4916,25.0,20,51.91,100,0.0,0.5,1.0,0.999999,,,0,,,0.0,20.0,17.0
3.384211,0.4916,25.0,50,51.91,100,0.0,0.5,1.0,1.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,50.0,1,103.81,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.384211,0.4916,50.0,2,103.81,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
3.384211,0.4916,50.0,3,103.81,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
3.384211,0.4916,50.0,5,103.81,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
3.384211,0.4916,50.0,10,103.81,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
3.384211,0.4916,50.0,20,103.81,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.384211,0.4916,50.0,50,103.81,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,8.0,1,16.51,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.589474,0.4944,8.0,2,16.51,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,8.0,3,16.51,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,8.0,5,16.51,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,8.0,10,16.51,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
3.589474,0.4944,8.0,20,16.51,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,8.0,50,16.51,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,15.0,1,30.96,100,0.0,0.16,0.16,0.16,0.16,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.589474,0.4944,15.0,2,30.96,100,0.0,0.16,0.32,0.2944,,,0,,,0.0,20.0,17.0
3.589474,0.4944,15.0,3,30.96,100,0.0,0.16,0.48,0.407296,,,0,,,0.0,20.0,17.0
3.589474,0.4944,15.0,5,30.96,100,0.0,0.16,0.8,0.581788,,,0,,,0.0,20.0,17.0
3.589474,0.4944,15.0,10,30.96,100,0.0,0.16,1.0,0.825099,0.62,R2_A tau_arf,100,0.5221,0.709,0.0,20.0,17.0
3.589474,0.4944,15.0,20,30.96,100,0.0,0.16,1.0,0.96941,,,0,,,0.0,20.0,17.0
3.589474,0.4944,15.0,50,30.96,100,0.0,0.16,1.0,0.999836,,,0,,,0.0,20.0,17.0
3.589474,0.4944,25.0,1,51.61,100,0.0,0.52,0.52,0.52,0.52,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.589474,0.4944,25.0,2,51.61,100,0.0,0.52,1.0,0.7696,,,0,,,0.0,20.0,17.0
3.589474,0.4944,25.0,3,51.61,100,0.0,0.52,1.0,0.889408,,,0,,,0.0,20.0,17.0
3.589474,0.4944,25.0,5,51.61,100,0.0,0.52,1.0,0.97452,,,0,,,0.0,20.0,17.0
3.589474,0.4944,25.0,10,51.61,100,0.0,0.52,1.0,0.999351,0.98,R2_A tau_arf,100,0.93,0.9945,0.0,20.0,17.0
3.589474,0.4944,25.0,20,51.61,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,25.0,50,51.61,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,50.0,1,103.21,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.589474,0.4944,50.0,2,103.21,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
3.589474,0.4944,50.0,3,103.21,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
3.589474,0.4944,50.0,5,103.21,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
3.589474,0.4944,50.0,10,103.21,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
3.589474,0.4944,50.0,20,103.21,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.589474,0.4944,50.0,50,103.21,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,8.0,1,16.45,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.794737,0.4964,8.0,2,16.45,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,8.0,3,16.45,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,8.0,5,16.45,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,8.0,10,16.45,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
3.794737,0.4964,8.0,20,16.45,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,8.0,50,16.45,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,15.0,1,30.84,100,0.0,0.16,0.16,0.16,0.16,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.794737,0.4964,15.0,2,30.84,100,0.0,0.16,0.32,0.2944,,,0,,,0.0,20.0,17.0
3.794737,0.4964,15.0,3,30.84,100,0.0,0.16,0.48,0.407296,,,0,,,0.0,20.0,17.0
3.794737,0.4964,15.0,5,30.84,100,0.0,0.16,0.8,0.581788,,,0,,,0.0,20.0,17.0
3.794737,0.4964,15.0,10,30.84,100,0.0,0.16,1.0,0.825099,0.62,R2_A tau_arf,100,0.5221,0.709,0.0,20.0,17.0
3.794737,0.4964,15.0,20,30.84,100,0.0,0.16,1.0,0.96941,,,0,,,0.0,20.0,17.0
3.794737,0.4964,15.0,50,30.84,100,0.0,0.16,1.0,0.999836,,,0,,,0.0,20.0,17.0
3.794737,0.4964,25.0,1,51.4,100,0.0,0.52,0.52,0.52,0.52,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.794737,0.4964,25.0,2,51.4,100,0.0,0.52,1.0,0.7696,,,0,,,0.0,20.0,17.0
3.794737,0.4964,25.0,3,51.4,100,0.0,0.52,1.0,0.889408,,,0,,,0.0,20.0,17.0
3.794737,0.4964,25.0,5,51.4,100,0.0,0.52,1.0,0.97452,,,0,,,0.0,20.0,17.0
3.794737,0.4964,25.0,10,51.4,100,0.0,0.52,1.0,0.999351,0.98,R2_A tau_arf,100,0.93,0.9945,0.0,20.0,17.0
3.794737,0.4964,25.0,20,51.4,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,25.0,50,51.4,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,50.0,1,102.81,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
3.794737,0.4964,50.0,2,102.81,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
3.794737,0.4964,50.0,3,102.81,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
3.794737,0.4964,50.0,5,102.81,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
3.794737,0.4964,50.0,10,102.81,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
3.794737,0.4964,50.0,20,102.81,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
3.794737,0.4964,50.0,50,102.81,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,8.0,1,16.4,100,0.0,0.0,0.0,0.0,0.0,R6 tau_hat (identity),100,,,0.0,20.0,17.0
4.0,0.4977,8.0,2,16.4,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,8.0,3,16.4,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,8.0,5,16.4,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,8.0,10,16.4,100,0.0,0.0,0.0,0.0,0.0,R2_A tau_arf,100,0.0,0.037,0.0,20.0,17.0
4.0,0.4977,8.0,20,16.4,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,8.0,50,16.4,100,0.0,0.0,0.0,0.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,15.0,1,30.76,100,0.0,0.16,0.16,0.16,0.16,R6 tau_hat (identity),100,,,0.0,20.0,17.0
4.0,0.4977,15.0,2,30.76,100,0.0,0.16,0.32,0.2944,,,0,,,0.0,20.0,17.0
4.0,0.4977,15.0,3,30.76,100,0.0,0.16,0.48,0.407296,,,0,,,0.0,20.0,17.0
4.0,0.4977,15.0,5,30.76,100,0.0,0.16,0.8,0.581788,,,0,,,0.0,20.0,17.0
4.0,0.4977,15.0,10,30.76,100,0.0,0.16,1.0,0.825099,0.62,R2_A tau_arf,100,0.5221,0.709,0.0,20.0,17.0
4.0,0.4977,15.0,20,30.76,100,0.0,0.16,1.0,0.96941,,,0,,,0.0,20.0,17.0
4.0,0.4977,15.0,50,30.76,100,0.0,0.16,1.0,0.999836,,,0,,,0.0,20.0,17.0
4.0,0.4977,25.0,1,51.27,100,0.0,0.52,0.52,0.52,0.52,R6 tau_hat (identity),100,,,0.0,20.0,17.0
4.0,0.4977,25.0,2,51.27,100,0.0,0.52,1.0,0.7696,,,0,,,0.0,20.0,17.0
4.0,0.4977,25.0,3,51.27,100,0.0,0.52,1.0,0.889408,,,0,,,0.0,20.0,17.0
4.0,0.4977,25.0,5,51.27,100,0.0,0.52,1.0,0.97452,,,0,,,0.0,20.0,17.0
4.0,0.4977,25.0,10,51.27,100,0.0,0.52,1.0,0.999351,0.98,R2_A tau_arf,100,0.93,0.9945,0.0,20.0,17.0
4.0,0.4977,25.0,20,51.27,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,25.0,50,51.27,100,0.0,0.52,1.0,1.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,50.0,1,102.53,100,0.0,0.67,0.67,0.67,0.67,R6 tau_hat (identity),100,,,0.0,20.0,17.0
4.0,0.4977,50.0,2,102.53,100,0.0,0.67,1.0,0.8911,,,0,,,0.0,20.0,17.0
4.0,0.4977,50.0,3,102.53,100,0.0,0.67,1.0,0.964063,,,0,,,0.0,20.0,17.0
4.0,0.4977,50.0,5,102.53,100,0.0,0.67,1.0,0.996086,,,0,,,0.0,20.0,17.0
4.0,0.4977,50.0,10,102.53,100,0.0,0.67,1.0,0.999985,1.0,R2_A tau_arf,100,0.963,1.0,0.0,20.0,17.0
4.0,0.4977,50.0,20,102.53,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
4.0,0.4977,50.0,50,102.53,100,0.0,0.67,1.0,1.0,,,0,,,0.0,20.0,17.0
