scenario,lambda,boundary_shift,delta_e,t,n,cif_arf,cif_arf_lo,cif_arf_hi,cif_det,cif_det_lo,cif_det_hi,unresolved_at_t,detector_fired_ever_frac,detector_won_frac,censored_frac
C,8.0,3.589474,0.4944,25,100,0.0,0.0,0.0,0.99,0.97,1.0,0.01,1.0,1.0,0.0
C,8.0,3.589474,0.4944,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.589474,0.4944,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,25,100,0.0,0.0,0.0,0.99,0.97,1.0,0.01,1.0,1.0,0.0
C,8.0,3.794737,0.4964,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,3.794737,0.4964,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,25,100,0.0,0.0,0.0,0.99,0.97,1.0,0.01,1.0,1.0,0.0
C,8.0,4.0,0.4977,50,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,100,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,200,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,400,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,800,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,1600,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
C,8.0,4.0,0.4977,4000,100,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
